8.0,-39.0,-1.33,-226.20000000000002,12.0
2.0,-36.0,-1.2,-187.1999999999996,38.0
5.0,-36.0,-0.9400000000000001,-198.5,1.0
5.0,-37.0,-0.9899999999999999,-203.5,1.0000000000000029
5.0,-38.0,-1.6,-209.5,56.0
5.0,-38.0,-1.5899999999999999,-209.0,55.0
8.0,-38.0,-1.23,-220.40000000000003,8.0
10.0,-39.0,-1.98,-234.0,70.0
1.0,-36.0,-0.86,-183.5999999999998,7.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-1.19,-183.60000000000005,40.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-1.17,-183.60000000000005,38.0
1.0,-37.0,-1.27,-188.70000000000005,43.0
1.0,-38.0,-1.58,-193.80000000000007,69.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-1.17,-183.60000000000005,38.0
1.0,-36.0,-1.16,-183.60000000000005,37.0
1.0,-36.0,-1.15,-183.60000000000005,36.0
1.0,-36.0,-1.14,-183.60000000000005,35.0
1.0,-36.0,-1.1300000000000001,-183.60000000000005,34.0
1.0,-36.0,-1.12,-183.60000000000005,33.0
2.0,-36.0,-1.2,-187.1999999999996,38.0
2.0,-37.0,-0.89,-192.99999999999997,1.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-0.7899999999999998,-183.5999999999998,0.0
1.0,-38.0,-1.07,-193.80000000000007,18.0
2.0,-36.0,-0.8200000000000001,-187.1999999999996,-0.0
2.0,-37.0,-1.19,-192.39999999999998,31.0
5.0,-38.0,-1.21,-209.0,17.0
10.0,-41.0,-2.16,-246.0,76.0
10.0,-44.0,-2.46,-264.0,88.0
8.0,-41.0,-1.97,-237.8,65.0
10.0,-39.0,-1.92,-234.0,64.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-0.8800000000000001,-183.60000000000005,9.0
1.0,-36.0,-0.8700000000000001,-183.60000000000005,8.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
10.0,-41.0,-2.16,-246.0,76.0
10.0,-38.0,-1.2199999999999998,-228.0,-0.0
8.0,-38.0,-1.15,-220.40000000000003,0.0
8.0,-38.0,-1.5,-220.40000000000003,35.0
10.0,-40.0,-1.68,-240.0,34.0
10.0,-40.0,-1.68,-240.0,34.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-37.0,-1.27,-188.70000000000005,43.0
8.0,-38.0,-1.21,-220.40000000000003,6.0
10.0,-40.0,-1.68,-240.0,34.0
10.0,-39.0,-1.92,-234.0,64.0
10.0,-39.0,-1.98,-234.0,70.0
10.0,-41.0,-2.16,-246.0,76.0
8.0,-38.0,-1.5,-220.40000000000003,35.0
10.0,-38.0,-1.8399999999999999,-228.0,62.000000000000014
10.0,-38.0,-1.8399999999999999,-228.0,62.000000000000014
8.0,-38.0,-1.5,-220.40000000000003,35.0
8.0,-38.0,-1.49,-220.8,34.0
10.0,-40.0,-1.68,-240.0,34.0
10.0,-38.0,-1.24,-228.0,2.0
10.0,-38.0,-1.24,-228.0,2.0
8.0,-40.0,-1.9100000000000001,-232.0,64.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-36.0,-1.17,-183.60000000000005,38.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-37.0,-1.27,-188.70000000000005,43.0
10.0,-43.0,-2.5199999999999996,-258.0,100.0
8.0,-38.0,-1.23,-220.40000000000003,8.0
10.0,-39.0,-1.98,-234.0,70.0
8.0,-38.0,-1.5,-220.40000000000003,35.0
8.0,-38.0,-1.5,-220.40000000000003,35.0
1.0,-38.0,-1.47,-193.79999999999978,58.0
1.0,-38.0,-1.0,-193.80000000000007,11.0
10.0,-38.0,-1.2199999999999998,-228.0,0.0
10.0,-39.0,-1.3399999999999999,-234.0,6.0
1.0,-36.0,-1.18,-183.5999999999998,39.0
10.0,-39.0,-1.98,-234.0,70.0
8.0,-38.0,-1.58,-220.40000000000003,43.0
8.0,-40.0,-2.0,-232.0,73.0
5.0,-41.0,-1.87,-225.5,67.0
10.0,-38.0,-1.24,-228.0,2.0
10.0,-38.0,-1.24,-228.0,2.0
10.0,-38.0,-1.24,-228.0,2.0
10.0,-38.0,-1.24,-228.0,2.0
8.0,-38.0,-1.23,-220.40000000000003,8.0
8.0,-39.0,-1.33,-226.20000000000002,12.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0,-38.0,-1.42,-193.80000000000007,53.0
1.0000000000000082,-39.0,-1.68,-199.00000000000006,74.0
1.0,-36.0,-1.2,-183.5999999999998,41.0
1.0000000000001137,-38.0,-1.5,-193.80000000000015,61.0
1.0000000000001137,-38.0,-1.49,-193.80000000000015,60.0
1.0000000000001137,-38.0,-1.48,-193.80000000000015,59.0
10.0,-39.0,-1.92,-234.0,64.0
10.0,-41.0,-2.24,-246.0,84.0
5.0,-39.0,-1.55,-214.5,46.0
5.0,-36.0,-0.9299999999999998,-198.0,0.0
1.0,-38.0,-1.0,-193.80000000000007,11.0
8.0,-38.0,-1.5,-220.40000000000003,35.0
8.0,-38.0,-1.23,-220.40000000000003,8.0
8.0,-38.0,-1.22,-220.40000000000003,7.0
1.0,-36.0,-0.86,-183.5999999999998,7.0
1.0,-38.0,-1.0,-193.80000000000007,11.0
